305 	17.216640
308 	71.781959
321 	145.182861
294 	204.135681
320 	235.108612
305 	240.033920
305 	225.634490
322 	200.537292
294 	172.048171
320 	143.717681
308 	118.960845
304 	97.962715
323 	80.192947
295 	65.230598
318 	51.249275
310 	38.758087
303 	27.243640
324 	16.369409
297 	6.531372
317 	-3.356060
312 	-12.371748
303 	-20.527774
326 	-27.924257
299 	-34.061389
315 	-40.299415
314 	-45.978370
300 	-51.009887
325 	-55.595233
300 	-58.944099
314 	-62.143215
314 	-64.800354
298 	-67.043731
325 	-69.095039
301 	-69.918510
312 	-70.642791
317 	-70.980827
297 	-70.939582
325 	-71.003356
302 	-70.158401
311 	-69.379653
319 	-68.355918
297 	-66.963973
324 	-65.885032
304 	-64.111244
309 	-62.475799
320 	-60.778995
295 	-58.864231
323 	-57.433345
305 	-55.288814
307 	-53.144104
321 	-50.972728
295 	-48.537757
322 	-46.651855
306 	-44.227298
306 	-41.884632
321 	-39.662376
295 	-37.269851
321 	-35.481353
308 	-33.130329
304 	-30.818317
323 	-28.710666
296 	-26.334547
319 	-24.645519
310 	-22.658538
303 	-20.706851
323 	-19.008304
298 	-16.989238
316 	-15.632504
311 	-14.200225
301 	-12.848556
325 	-11.586063
298 	-9.731000
315 	-8.520596
313 	-7.340685
300 	-6.207170
325 	-5.302794
301 	-3.759883
314 	-2.687484
316 	-1.689507
297 	-0.926810
324 	-0.820174
301 	-0.199998
311 	0.122943
317 	0.532533
297 	1.111492
323 	1.272403
302 	1.929603
310 	2.271848
318 	2.628457
295 	3.019473
322 	2.754590
302 	2.942520
308 	2.936573
319 	3.057872
295 	3.466309
321 	3.296469
305 	3.611194
307 	3.844115
321 	4.090605
294 	4.435692
320 	3.918324
306 	3.754235
305 	3.604085
322 	3.535235
294 	3.778498
319 	3.271051
308 	3.153222
304 	3.154493
324 	3.229328
296 	3.726395
317 	3.375253
310 	3.076145
302 	2.770846
324 	2.437100
297 	2.640301
315 	2.184160
311 	1.785686
300 	1.418964
324 	1.012360
298 	1.284490
313 	1.013493
314 	0.814490
299 	0.777970
324 	0.561042
300 	0.907257
312 	0.748781
316 	0.588331
298 	0.541519
325 	0.233904
302 	0.588045
310 	0.477506
318 	0.197772
297 	0.044781
324 	-0.444784
304 	-0.250577
310 	-0.230844
319 	-0.275094
296 	-0.316379
322 	-1.002780
305 	-1.140162
307 	-1.351420
321 	-1.497477
296 	-1.303980
325 	-1.419982
309 	-0.697159
309 	0.011507
326 	0.535148
297 	1.059443
325 	0.638289
312 	0.630750
307 	0.576440
327 	0.279846
299 	0.287246
319 	-0.537057
310 	-1.391802
302 	-2.397647
324 	-3.376437
297 	-3.554778
317 	-3.978610
313 	-3.855737
301 	-3.484091
325 	-3.295978
299 	-2.648252
316 	-2.572353
315 	-2.363250
300 	-2.137501
325 	-2.294558
300 	-2.003776
313 	-2.258545
315 	-2.506440
298 	-2.663189
324 	-3.049160
302 	-2.664375
312 	-2.457575
318 	-2.133910
298 	-1.710720
325 	-1.739019
304 	-1.215480
310 	-1.089410
320 	-1.119860
296 	-1.099201
323 	-1.682027
305 	-1.689799
308 	-1.761604
321 	-1.770823
294 	-1.619966
322 	-2.157630
306 	-2.100917
307 	-1.935129
323 	-1.628643
295 	-1.041677
320 	-1.328215
309 	-1.299393
305 	-1.182338
324 	-1.049094
297 	-0.544262
319 	-0.747975
310 	-0.767044
303 	-0.869746
325 	-1.039710
297 	-0.683527
316 	-1.038162
312 	-1.276963
301 	-1.392253
325 	-1.524010
299 	-0.993852
315 	-0.983862
314 	-0.927471
300 	-0.865655
325 	-1.045775
300 	-0.663806
