5
30270 	5 	5
30281 	5 	5
30291 	5 	5
30302 	5 	5
30313 	5 	5
30323 	5 	5
Saída QRD1114:
0 	6 	6
10 	5 	5
20 	5 	5
30 	5 	5
41 	5 	5
52 	5 	5
62 	5 	5
72 	5 	5
82 	5 	5
94 	5 	5
104 	5 	5
114 	5 	5
124 	4 	4
136 	6 	5
146 	5 	5
156 	5 	5
166 	5 	5
178 	3 	4
188 	5 	4
198 	5 	4
208 	5 	4
220 	5 	4
230 	5 	4
240 	5 	4
250 	5 	4
262 	5 	4
272 	6 	4
282 	5 	5
292 	5 	5
304 	5 	5
314 	5 	5
324 	5 	5
334 	4 	5
346 	4 	4
356 	5 	4
366 	5 	4
376 	5 	4
388 	5 	4
398 	5 	4
408 	5 	4
418 	4 	4
430 	5 	4
440 	5 	4
450 	5 	4
460 	5 	4
472 	5 	4
482 	6 	5
492 	4 	4
502 	5 	4
514 	5 	4
524 	5 	5
534 	5 	5
544 	5 	5
556 	5 	5
566 	5 	5
576 	4 	4
586 	6 	4
598 	5 	5
608 	5 	5
618 	4 	4
628 	5 	4
640 	5 	4
650 	5 	4
660 	5 	4
670 	5 	4
681 	4 	4
692 	5 	4
702 	5 	4
712 	5 	4
723 	5 	4
734 	5 	4
744 	5 	4
754 	5 	4
765 	5 	4
776 	6 	5
786 	5 	5
796 	5 	5
807 	5 	5
818 	5 	5
828 	5 	5
838 	5 	5
849 	5 	5
860 	5 	5
870 	5 	5
880 	5 	5
891 	5 	5
902 	5 	5
912 	4 	4
922 	5 	4
933 	5 	4
944 	5 	4
954 	5 	4
964 	5 	4
975 	5 	4
986 	5 	4
996 	4 	4
1006 	5 	4
1017 	5 	4
1028 	5 	4
1038 	5 	4
1048 	5 	4
1059 	5 	4
1070 	5 	4
1080 	6 	5
1091 	5 	5
1101 	5 	5
1112 	6 	5
1122 	5 	5
1133 	5 	5
1143 	5 	5
1154 	5 	5
1165 	4 	5
1175 	5 	5
1185 	5 	5
1197 	5 	5
1207 	5 	5
1217 	4 	4
1227 	4 	4
1239 	5 	4
1249 	5 	4
1259 	5 	4
1270 	5 	4
1281 	5 	4
1291 	4 	4
1301 	4 	4
1312 	5 	4
1323 	5 	4
1333 	5 	4
1344 	5 	4
1354 	5 	4
1364 	4 	4
1375 	6 	4
1386 	5 	4
1396 	5 	4
1406 	5 	5
1418 	5 	5
1428 	5 	5
1438 	5 	5
1449 	5 	5
1460 	5 	5
1470 	5 	5
1480 	5 	5
1491 	5 	5
1502 	5 	5
1512 	5 	5
1523 	6 	5
1533 	5 	5
1544 	6 	5
1554 	5 	5
1565 	5 	5
1575 	6 	5
1586 	5 	5
1597 	5 	5
1607 	6 	5
1617 	5 	5
1628 	4 	5
1639 	5 	5
1649 	5 	5
1659 	5 	5
1671 	5 	5
1681 	5 	5
1691 	5 	5
1702 	5 	5
1713 	5 	4
1723 	5 	4
1733 	5 	5
1744 	4 	4
1755 	6 	5
1765 	5 	5
1776 	5 	5
1786 	5 	5
1797 	5 	5
1807 	5 	5
1818 	5 	5
1828 	5 	5
1839 	6 	5
1850 	4 	5
1860 	5 	5
1870 	5 	5
1882 	5 	5
1892 	5 	5
1902 	5 	5
1912 	4 	4
1924 	5 	4
1934 	5 	4
1944 	5 	4
1955 	5 	4
1966 	4 	4
1976 	5 	4
1986 	5 	4
1997 	5 	4
2008 	5 	4
2018 	5 	4
2029 	5 	4
2039 	5 	4
2050 	5 	4
2060 	5 	4
2071 	6 	5
2081 	5 	5
2092 	6 	5
2103 	7 	5
2113 	6 	5
2123 	6 	5
2135 	6 	5
2145 	7 	5
2155 	8 	6
2165 	9 	6
2177 	10 	7
2187 	11 	7
2197 	10 	8
2208 	11 	8
2219 	10 	8
2229 	12 	9
2240 	10 	9
2250 	11 	10
2260 	11 	10
2272 	11 	10
2282 	9 	10
2293 	10 	10
2304 	8 	10
2314 	9 	10
2325 	9 	10
2335 	9 	9
2345 	10 	9
2357 	11 	9
2367 	11 	9
2377 	12 	9
2388 	11 	10
2399 	11 	10
2409 	11 	10
2420 	13 	10
2430 	16 	11
2442 	23 	12
2452 	33 	15
2462 	45 	18
2473 	60 	23
2484 	81 	30
2494 	123 	41
2505 	142 	54
2515 	161 	69
2527 	166 	85
2537 	163 	99
2548 	164 	113
2558 	165 	127
2570 	166 	139
2580 	167 	149
2591 	168 	158
2601 	170 	163
2613 	170 	166
2623 	170 	166
2633 	169 	167
2644 	171 	168
2655 	171 	168
2666 	171 	169
2676 	173 	170
2688 	174 	170
2698 	173 	171
2709 	174 	171
2719 	173 	171
2731 	174 	172
2741 	174 	172
2752 	173 	173
2762 	174 	173
2774 	174 	173
2784 	175 	173
2795 	174 	173
2805 	174 	173
2817 	173 	173
2827 	174 	173
2838 	174 	173
2848 	173 	173
2860 	175 	174
2870 	173 	173
2881 	174 	173
2891 	174 	173
2903 	174 	173
2913 	175 	173
2923 	175 	174
2934 	175 	174
2945 	174 	174
2956 	174 	174
2966 	174 	174
2977 	176 	174
2988 	176 	174
2999 	175 	174
3009 	175 	174
3020 	175 	174
3031 	175 	174
3042 	176 	175
3052 	175 	175
3063 	175 	175
3074 	177 	175
3085 	176 	175
3095 	175 	175
3106 	176 	175
3117 	176 	175
3128 	177 	175
3138 	176 	175
3149 	177 	176
3160 	177 	176
3171 	176 	176
3181 	178 	176
3192 	178 	176
3203 	177 	176
3213 	177 	176
3224 	177 	177
3234 	177 	177
3246 	178 	177
3256 	178 	177
3267 	177 	177
3277 	178 	177
3289 	178 	177
3299 	178 	177
3310 	180 	177
3320 	178 	177
3332 	178 	178
3342 	180 	178
3353 	178 	178
3363 	178 	178
3375 	179 	178
3385 	180 	178
3396 	179 	178
3406 	178 	178
3418 	178 	178
3428 	179 	178
3439 	178 	178
3449 	178 	178
3461 	178 	178
3471 	176 	178
3482 	176 	178
3492 	174 	177
