712 	40.190975
705 	166.779220
708 	334.086975
711 	467.245910
703 	538.342834
713 	549.185913
707 	516.482055
708 	459.211456
713 	393.365173
705 	329.540832
713 	272.630981
708 	224.234497
710 	183.399536
714 	148.502792
706 	117.740005
714 	89.372901
709 	62.873092
711 	37.822998
715 	14.301518
707 	-7.643444
715 	-28.283372
711 	-47.176292
711 	-64.372138
717 	-79.808135
708 	-93.465087
716 	-105.823486
713 	-116.627502
712 	-126.000885
718 	-134.056152
709 	-140.833435
716 	-146.801055
711 	-151.827804
708 	-156.183197
714 	-159.859313
705 	-162.510101
709 	-164.482940
708 	-165.566223
706 	-165.596832
712 	-164.556060
705 	-162.462554
710 	-159.822875
709 	-156.620559
707 	-152.962005
715 	-148.824417
706 	-144.147460
711 	-139.563827
710 	-135.004425
708 	-130.332672
715 	-125.425559
708 	-120.096481
712 	-114.815826
712 	-109.550621
709 	-104.281021
717 	-98.947586
710 	-93.326637
714 	-87.870025
715 	-82.537307
710 	-77.362380
718 	-72.462081
711 	-67.563400
714 	-62.973594
716 	-58.556076
711 	-54.181369
719 	-49.931041
713 	-45.566474
715 	-41.453361
717 	-37.622268
709 	-34.168441
716 	-31.355653
709 	-28.821153
709 	-26.691637
711 	-24.822273
703 	-23.037769
713 	-21.252740
707 	-18.882637
707 	-16.306118
710 	-13.845866
703 	-11.543406
712 	-9.470898
708 	-7.127714
708 	-4.744701
713 	-2.484795
705 	-0.379871
714 	1.324599
709 	2.980546
709 	4.379844
714 	5.517138
706 	6.540646
715 	7.290555
711 	8.193655
710 	9.031774
715 	9.637602
708 	10.141778
716 	10.436956
713 	10.906053
711 	11.311898
716 	11.428443
709 	11.383656
716 	11.095326
714 	10.978627
712 	10.936736
719 	10.892487
711 	10.967754
717 	10.774197
716 	10.537760
713 	10.249922
718 	9.743788
708 	8.944025
711 	7.392237
709 	5.444965
704 	3.401726
711 	1.516488
703 	0.235344
707 	-0.717791
708 	-1.198642
702 	-1.316991
710 	-1.387998
703 	-1.227508
709 	-0.989067
710 	-0.430918
705 	0.286387
713 	0.803657
706 	1.280493
710 	1.446686
711 	1.481943
706 	1.440819
714 	1.252031
708 	1.261700
712 	1.285779
713 	1.402149
708 	1.501411
716 	1.419463
709 	1.410741
712 	1.170882
715 	0.908156
709 	0.780732
716 	0.540274
711 	0.389223
713 	0.168877
717 	0.053808
710 	0.093889
717 	-0.072610
712 	-0.270108
714 	-0.578930
718 	-0.775252
710 	-0.842819
718 	-1.148150
712 	-1.448933
711 	-2.027355
711 	-3.093738
700 	-4.814508
705 	-7.332398
698 	-9.931287
697 	-12.317146
700 	-14.128386
690 	-15.249756
697 	-16.060050
691 	-16.330673
691 	-16.252944
697 	-15.711768
689 	-14.551765
696 	-13.276436
695 	-11.707780
693 	-9.981009
700 	-8.284790
691 	-6.669396
699 	-5.504396
697 	-4.405258
695 	-3.371827
702 	-2.463929
695 	-1.468373
701 	-0.673693
699 	0.051043
697 	0.596081
704 	1.001776
697 	1.537131
702 	1.877585
702 	2.199599
699 	2.519244
707 	2.832184
699 	3.295225
703 	3.414550
704 	3.333430
700 	3.222124
708 	3.105148
702 	3.273722
706 	3.433764
706 	3.558195
701 	3.465854
709 	3.072442
702 	2.761875
702 	2.121180
700 	0.892228
690 	-1.143151
697 	-3.881502
688 	-6.463590
688 	-8.824447
690 	-10.712018
682 	-11.922189
690 	-12.622616
683 	-12.605330
685 	-12.241667
688 	-11.563755
682 	-10.562556
692 	-9.390158
687 	-7.727152
689 	-5.986474
692 	-4.408278
685 	-3.145028
695 	-2.319837
690 	-1.380151
691 	-0.524182
696 	0.217417
688 	0.899347
697 	1.261895
693 	1.713755
693 	2.118637
699 	2.470664
691 	2.881482
700 	3.088831
697 	3.470453
695 	3.796466
701 	3.851701
693 	3.773361
702 	3.484694
699 	3.458913
697 	3.493949
703 	3.362337
694 	3.115761
702 	2.525295
700 	2.095332
698 	1.844685
704 	1.621305
692 	1.236709
698 	0.088860
695 	-1.358855
689 	-2.957205
695 	-4.733696
687 	-6.217921
693 	-7.354281
691 	-7.843515
687 	-7.934714
694 	-7.896003
687 	-7.539649
693 	-7.094641
694 	-6.297518
689 	-5.306597
697 	-4.489228
689 	-3.753776
695 	-3.333591
696 	-2.862063
690 	-2.366940
699 	-2.103624
692 	-1.735845
698 	-1.374750
700 	-0.738882
694 	0.039887
701 	0.449304
694 	0.571772
699 	0.346191
702 	0.291790
695 	0.481608
704 	0.536895
696 	0.600926
700 	0.392401
703 	0.197763
696 	0.143417
705 	-0.035451
699 	-0.028489
702 	-0.031015
705 	0.038177
697 	0.079187
704 	-0.344314
695 	-1.128157
693 	-2.678105
693 	-4.938228
681 	-7.698704
687 	-10.892642
679 	-13.732663
677 	-16.113252
681 	-17.819999
671 	-18.659515
679 	-18.968910
673 	-18.567140
674 	-17.724834
679 	-16.458389
670 	-14.844923
678 	-13.428817
674 	-11.969191
673 	-10.616040
679 	-9.372029
671 	-8.058838
677 	-7.031894
675 	-6.052695
674 	-5.074482
681 	-3.981084
673 	-2.659867
680 	-1.544326
678 	-0.460427
677 	0.540677
685 	1.546646
676 	2.682949
681 	3.320566
680 	3.572745
678 	3.638729
685 	3.706825
678 	4.022596
683 	4.221319
683 	4.441061
680 	4.669882
688 	4.887490
681 	5.301106
684 	5.426305
682 	5.111322
673 	4.009526
677 	1.853915
666 	-0.925820
666 	-4.250019
665 	-7.525676
656 	-10.367747
662 	-12.763871
653 	-14.371735
654 	-15.484777
655 	-16.048719
648 	-16.047626
