Monitorando foto-detector:
147 	8.297857
147 	34.514930
145 	69.167297
147 	96.611953
147 	111.282890
146 	113.621635
147 	106.859092
145 	94.926834
146 	81.080856
147 	67.678588
146 	55.930934
147 	46.014896
146 	37.678787
147 	30.520786
146 	24.162034
147 	18.325607
147 	12.906451
145 	7.732682
147 	2.705202
147 	-1.931238
146 	-6.128429
146 	-10.057427
146 	-13.717838
147 	-16.977533
147 	-19.742052
146 	-22.136203
147 	-24.298904
145 	-26.284255
146 	-28.151741
147 	-29.722003
146 	-30.873847
147 	-31.721836
146 	-32.348571
147 	-32.804092
147 	-33.057003
147 	-33.108139
146 	-33.089740
146 	-33.102745
146 	-33.093284
146 	-32.952720
146 	-32.636306
146 	-32.144157
146 	-31.500791
147 	-30.682561
147 	-29.655040
146 	-28.563045
147 	-27.539281
146 	-26.562065
146 	-25.658935
147 	-24.758687
146 	-23.765661
147 	-22.714782
147 	-21.579849
146 	-20.430030
147 	-19.360393
145 	-18.395092
146 	-17.575096
147 	-16.709932
146 	-15.670831
146 	-14.621990
146 	-13.647400
146 	-12.715363
146 	-11.807108
146 	-10.915188
147 	-9.983398
146 	-9.006945
146 	-8.120352
146 	-7.370872
146 	-6.695188
147 	-5.996342
146 	-5.245953
146 	-4.568935
147 	-3.955496
146 	-3.337092
147 	-2.750794
147 	-2.158320
147 	-1.554938
147 	-1.009612
147 	-0.548865
147 	-0.171671
147 	0.136504
147 	0.393505
147 	0.614688
147 	0.810685
147 	0.987469
147 	1.147533
147 	1.291312
147 	1.418397
146 	1.471876
148 	1.499079
147 	1.638550
146 	1.747920
147 	1.709963
146 	1.622790
147 	1.543373
147 	1.551214
147 	1.656292
147 	1.775974
146 	1.807679
147 	1.725690
147 	1.661211
147 	1.667670
147 	1.691144
146 	1.643464
147 	1.502732
147 	1.397804
147 	1.377262
147 	1.382265
146 	1.320851
147 	1.168768
148 	1.110209
147 	1.202495
147 	1.257756
146 	1.141794
147 	0.897286
147 	0.694547
146 	0.545593
147 	0.386922
146 	0.251358
147 	0.149489
147 	0.134894
147 	0.207830
148 	0.342542
147 	0.507029
146 	0.504928
147 	0.291484
147 	0.076305
147 	-0.041842
146 	-0.155485
147 	-0.305535
147 	-0.384828
146 	-0.419064
147 	-0.487798
147 	-0.503317
147 	-0.440143
147 	-0.365857
146 	-0.372110
147 	-0.478606
147 	-0.552212
147 	-0.540250
148 	-0.442259
146 	-0.339797
147 	-0.386099
147 	-0.496515
147 	-0.556964
147 	-0.584660
146 	-0.651996
147 	-0.779405
147 	-0.844123
147 	-0.806029
147 	-0.731679
146 	-0.718634
147 	-0.794476
147 	-0.832987
147 	-0.786246
147 	-0.712776
146 	-0.703962
147 	-0.783628
147 	-0.823906
147 	-0.776654
147 	-0.700929
146 	-0.688887
147 	-0.765043
147 	-0.802011
147 	-0.751905
147 	-0.673861
146 	-0.660004
146 	-0.791217
147 	-0.949027
147 	-0.956275
147 	-0.829499
147 	-0.671015
147 	-0.538667
147 	-0.454307
146 	-0.473225
147 	-0.592261
147 	-0.667632
147 	-0.644599
146 	-0.638244
146 	-0.752423
147 	-0.886008
147 	-0.872162
147 	-0.731767
147 	-0.567477
145 	-0.548316
147 	-0.711834
147 	-0.796431
146 	-0.759889
147 	-0.729206
145 	-0.760480
147 	-0.861456
147 	-0.845086
147 	-0.658696
147 	-0.440986
146 	-0.324027
147 	-0.342956
147 	-0.364007
147 	-0.326114
147 	-0.275107
146 	-0.292978
147 	-0.398053
146 	-0.516646
147 	-0.609468
147 	-0.607280
146 	-0.560871
147 	-0.562432
147 	-0.527661
147 	-0.429120
147 	-0.330253
146 	-0.318510
147 	-0.410366
147 	-0.470716
147 	-0.445985
147 	-0.391997
146 	-0.399525
147 	-0.492935
147 	-0.545316
146 	-0.565883
147 	-0.623342
146 	-0.680994
147 	-0.720909
147 	-0.682310
146 	-0.616058
147 	-0.610284
146 	-0.632049
147 	-0.658581
147 	-0.621221
146 	-0.563388
146 	-0.624257
146 	-0.776811
146 	-0.924332
147 	-0.964653
146 	-0.879280
147 	-0.751580
146 	-0.632977
146 	-0.603070
146 	-0.674460
146 	-0.767516
147 	-0.781908
147 	-0.636594
147 	-0.397429
147 	-0.180977
146 	-0.095063
147 	-0.155480
147 	-0.216262
147 	-0.210634
147 	-0.183301
146 	-0.217652
147 	-0.334305
147 	-0.405299
146 	-0.440373
147 	-0.509398
146 	-0.576864
146 	-0.682198
146 	-0.830621
146 	-0.953031
147 	-0.965835
146 	-0.860137
147 	-0.722142
147 	-0.545660
147 	-0.341990
147 	-0.184516
147 	-0.097600
147 	-0.075578
147 	-0.099433
146 	-0.204694
147 	-0.383635
147 	-0.496474
147 	-0.495690
147 	-0.446947
146 	-0.450307
146 	-0.593332
147 	-0.761971
147 	-0.781285
147 	-0.668411
146 	-0.581763
